id,zone_name,latitude,longitude,code,status,meta,created_at,updated_at
198,Walsall,52.5718929,-1.9753484,NULL,active,"{""polygon"":{""type"":""Polygon"",""coordinates"":[[[-1.9638077725219816,52.60484271415744],[-1.9494138253784232,52.59057],[-1.9306721640014723,52.57656561596974],[-1.9313412406921437,52.55732140049314],[-1.94231,52.55331],[-1.9542301269531248,52.5509480953926],[-1.9668368994140595,52.55150875478384],[-1.9841901586914013,52.56160567224122],[-2.0036033544921805,52.56617041077902],[-2.0094222222900227,52.56901557896826],[-2.0124945080566348,52.57290384952716],[-2.015892497558589,52.582974093266216],[-2.015313825683591,52.59687137180588],[-1.9638077725219816,52.60484271415744]]]}}",2026-02-11 13:23:19,2026-02-11 13:23:19
199,Leicester,52.6328194,-1.1308248,NULL,active,"{""polygon"":{""type"":""Polygon"",""coordinates"":[[[-1.1257148059082,52.61117628819192],[-1.160174104614251,52.61255401980291],[-1.1734555422973547,52.61861046002234],[-1.178153911132802,52.62779207847047],[-1.1740975497436401,52.639628151624606],[-1.1631429774475066,52.65012754708245],[-1.154318294448844,52.65600108189566],[-1.1303874102783062,52.65906261485609],[-1.1101047729492342,52.65215135571725],[-1.093103232727053,52.64558488011427],[-1.087413300170894,52.6326197275451],[-1.0883323306274306,52.62355866493247],[-1.0929117189025739,52.616421910519456],[-1.1002376892089871,52.61418303957161],[-1.1257148059082,52.61117628819192]]]}}",2026-02-11 13:23:19,2026-02-11 13:23:19
200,"clophill, bedford , MK45",52.0436127,-0.4237039,NULL,active,"{""polygon"":{""type"":""Polygon"",""coordinates"":[[[-0.41686,52.05846],[-0.41519,52.05804],[-0.41334,52.05814],[-0.41201,52.05771],[-0.41154,52.05718],[-0.41048,52.0566],[-0.4089,52.05593],[-0.40713,52.05459],[-0.40637,52.05371],[-0.4056,52.05184],[-0.40471,52.05084],[-0.40484,52.049],[-0.40528,52.0472],[-0.40423,52.04163],[-0.40305,52.03758],[-0.40185,52.0334],[-0.40162,52.0291],[-0.40302,52.02348],[-0.40912,52.02195],[-0.41819,52.02038],[-0.42545,52.02026],[-0.43685,52.0203],[-0.45202,52.02012],[-0.45515,52.02554],[-0.45518,52.02939],[-0.46004,52.03329],[-0.46627,52.03877],[-0.45351,52.05216],[-0.45107,52.05436],[-0.44793,52.0554],[-0.44549,52.05644],[-0.43958,52.05757],[-0.43036,52.05886],[-0.41686,52.05846]]]}}",2026-02-11 13:23:20,2026-02-11 13:23:20
201,Nottingham,52.9531659,-1.1624907,NULL,active,"{""polygon"":{""type"":""Polygon"",""coordinates"":[[[-1.124294530029295,52.94699479869009],[-1.1317089135742187,52.94457013445519],[-1.1391232971191423,52.94121430332907],[-1.1767830273437552,52.9386402642611],[-1.1890673364257909,52.94238539277586],[-1.1907086401367328,52.94571644616981],[-1.1919313110351593,52.954859847728876],[-1.1902141476440598,52.967396093080175],[-1.1678976190185653,52.96855800231022],[-1.1524475454711958,52.96858267617364],[-1.1332211964416516,52.965906957884705],[-1.124294530029295,52.94699479869009]]]}}",2026-02-11 13:23:20,2026-02-11 13:23:20
213,NW10	Willesden Harlesden Kensal Green London,51.5430939,-0.2435212,NULL,active,"{""polygon"":{""type"":""Polygon"",""coordinates"":[[[-0.26717511108398373,51.54187705600559],[-0.26789832275389447,51.5443082761245],[-0.26433,51.54754],[-0.25564,51.55132],[-0.24821,51.55332],[-0.23931,51.55297],[-0.22671,51.55192],[-0.22384799468994965,51.54860067725827],[-0.22193024467469957,51.542693719210014],[-0.22044164810181233,51.53678599429364],[-0.2249102129364111,51.53637078162655],[-0.22906764152526238,51.53604899529403],[-0.23957830688476678,51.53530972899912],[-0.25945,51.53385],[-0.264318291015635,51.53349311515053],[-0.26717511108398373,51.54187705600559]]]}}",2026-02-11 13:23:20,2026-02-11 13:23:20
223,Ashwell,52.0445630,-0.1747780,NULL,active,"{""polygon"":{""type"":""Polygon"",""coordinates"":[[[-0.17676,52.0687],[-0.15478,52.06788],[-0.14353,52.05944],[-0.13893,52.05583],[-0.13451,52.05231],[-0.12582,52.04661],[-0.12593,52.03562],[-0.12682,52.03193],[-0.14264,52.02794],[-0.15437,52.02748],[-0.16533,52.0277],[-0.17787,52.02705],[-0.2001,52.02578],[-0.20254,52.03626],[-0.20499,52.03602],[-0.21628,52.0351],[-0.22327,52.04452],[-0.23125,52.05433],[-0.23716,52.06444],[-0.21268,52.06632],[-0.17676,52.0687]]]}}",2026-02-11 13:23:20,2026-02-11 13:23:20
224,Walthamstow,51.5847534,-0.0118885,NULL,active,"{""polygon"":{""type"":""Polygon"",""coordinates"":[[[-0.04035,51.60031],[-0.02283,51.60086],[-0.01467,51.60102],[-0.00556,51.60023],[0.00792,51.59901],[0.00656,51.59641],[0.03379,51.59532],[0.04019,51.58678],[0.04318,51.58285],[0.04574,51.57924],[0.017681240692128952,51.57897165483313],[-0.0004211587524327598,51.58137015683892],[-0.0067801402282574585,51.578536671703674],[-0.007774703674316985,51.577809972485134],[-0.02665,51.57673],[-0.03789,51.57672],[-0.04106,51.57483],[-0.04267,51.57232],[-0.04313,51.57226],[-0.04577,51.57169],[-0.04547,51.57852],[-0.04454,51.58294],[-0.04293,51.5846],[-0.04035,51.60031]]]}}",2026-02-11 13:23:20,2026-02-11 13:23:20
232,Roehampton,51.4430848,-0.2603773,NULL,active,"{""polygon"":{""type"":""Polygon"",""coordinates"":[[[-0.20931,51.4357],[-0.22681,51.43192],[-0.24645,51.42964],[-0.26059,51.42805],[-0.26339,51.42833],[-0.27775,51.43223],[-0.29458,51.43665],[-0.2986951745605504,51.44470195248821],[-0.27449,51.45029],[-0.26126,51.45492],[-0.25994,51.46007],[-0.25725,51.46233],[-0.25439,51.46527],[-0.20931,51.4357]]]}}",2026-02-11 13:23:20,2026-02-11 13:23:20
238,Swansea,51.6326856,-3.8978450,NULL,active,"{""polygon"":{""type"":""Polygon"",""coordinates"":[[[-4.06707,51.61452],[-4.0768,51.62835],[-4.09832,51.64367],[-4.10302,51.64708],[-4.10531,51.65064],[-4.1059,51.65229],[-4.10785,51.65713],[-4.08153,51.6579],[-4.09092,51.71932],[-4.05027,51.72509],[-4.02301,51.73564],[-3.98864,51.74648],[-3.88389,51.77114],[-3.82789,51.78896],[-3.74564,51.80085],[-3.71757,51.80573],[-3.70643,51.807],[-3.69254,51.80892],[-3.51852,51.83566],[-3.5044,51.75199],[-3.47995,51.55324],[-3.64625,51.41972],[-3.75487,51.44359],[-3.80861,51.44912],[-3.85709,51.45156],[-3.91618,51.45771],[-3.96592,51.43814],[-3.92639,51.47931],[-3.94593,51.49997],[-3.94909,51.51176],[-3.98245,51.53551],[-4.00279,51.55795],[-4.06707,51.61452]]]}}",2026-02-11 13:23:20,2026-02-11 13:23:20
240,Sheffield,53.3752184,-1.4546967,NULL,active,"{""polygon"":{""type"":""Polygon"",""coordinates"":[[[-1.46755106872559,53.36212289271901],[-1.4722572167968728,53.36364197546908],[-1.4756884124755953,53.36498240284426],[-1.4816544653320385,53.36774992151388],[-1.4891777246093718,53.37134969843246],[-1.493940296020515,53.37391948756459],[-1.49926944946289,53.37840560013348],[-1.5063607403564405,53.384113379821855],[-1.5102695764160101,53.39180419193438],[-1.47417,53.40744],[-1.44309,53.40707],[-1.39777,53.40766],[-1.3907776666259686,53.38230457399597],[-1.3946,53.37829],[-1.40654,53.37398],[-1.41967,53.3671],[-1.42507,53.36436],[-1.43604,53.36278],[-1.44451,53.36206],[-1.45312,53.36219],[-1.45705,53.36061],[-1.46475,53.36087],[-1.46755106872559,53.36212289271901]]]}}",2026-02-11 13:23:20,2026-02-11 13:23:20
242,croxley green,51.6489604,-0.4371196,NULL,active,"{""polygon"":{""type"":""Polygon"",""coordinates"":[[[-0.42191,51.65559],[-0.41934,51.65364],[-0.41683,51.65179],[-0.41718,51.65071],[-0.41762,51.64954],[-0.41885,51.64822],[-0.42068,51.64757],[-0.4232,51.64688],[-0.4246,51.64662],[-0.42701,51.64567],[-0.42953,51.6449],[-0.43412,51.64412],[-0.43863,51.64286],[-0.44186,51.64246],[-0.44586,51.64284],[-0.45033,51.64281],[-0.45366,51.64296],[-0.45705,51.64354],[-0.45989,51.64419],[-0.46474,51.64633],[-0.47113,51.64956],[-0.47336,51.65081],[-0.44967,51.65765],[-0.43855,51.66072],[-0.42868,51.66257],[-0.42083,51.65842],[-0.42191,51.65559]]]}}",2026-02-11 13:23:20,2026-02-11 13:23:20
244,Liverpool,53.3985382,-2.9431325,NULL,active,"{""polygon"":{""type"":""Polygon"",""coordinates"":[[[-2.9575730174255366,53.33956815202106],[-2.9696577193260287,53.355406217214274],[-2.987578908042907,53.36201978625267],[-2.9847277749633783,53.369838528573005],[-2.9948290108489983,53.38898407516281],[-3.007017981376643,53.414859368989525],[-2.986069946790937,53.419192326272466],[-2.9661518804669296,53.42332025720065],[-2.942194425187119,53.428250920171834],[-2.9241485942173018,53.4320257978843],[-2.921595166876314,53.42931243620617],[-2.9172392950773185,53.42674593544776],[-2.9143640382957336,53.422379688064275],[-2.9086743689250882,53.42039768494248],[-2.8978901955556835,53.40886822694646],[-2.897197339065083,53.397575535549926],[-2.9035533980575323,53.387014507927624],[-2.9107677639347473,53.37773090819082],[-2.9282864004743137,53.36873535333352],[-2.9575730174255366,53.33956815202106]]]}}",2026-02-11 13:23:20,2026-02-11 13:23:20
245,Corby,52.4931074,-0.6619126,NULL,active,"{""polygon"":{""type"":""Polygon"",""coordinates"":[[[-0.56626,52.52859],[-0.55781,52.52813],[-0.55117,52.52804],[-0.55133,52.51702],[-0.5554,52.50289],[-0.56103,52.48384],[-0.57108,52.46635],[-0.56924,52.46556],[-0.57151,52.46059],[-0.5843,52.4586],[-0.60395,52.45614],[-0.60519,52.45601],[-0.60622,52.45593],[-0.60793,52.45574],[-0.6099,52.45508],[-0.61263,52.45461],[-0.62053,52.45391],[-0.67478,52.44973],[-0.69466,52.44955],[-0.71251,52.45183],[-0.72677,52.45314],[-0.74362,52.44838],[-0.74815,52.45684],[-0.75162,52.46143],[-0.75535,52.46326],[-0.75904,52.46669],[-0.77278,52.46997],[-0.77379,52.48702],[-0.77161,52.50232],[-0.75442,52.51758],[-0.74786,52.52146],[-0.74332,52.52568],[-0.73123,52.5264],[-0.71496,52.52737],[-0.71202,52.52767],[-0.70939,52.5279],[-0.70589,52.52796],[-0.70429,52.52795],[-0.70178,52.52793],[-0.69976,52.52805],[-0.69844,52.52796],[-0.69651,52.52785],[-0.64945,52.52975],[-0.6004,52.52995],[-0.59164,52.52941],[-0.58479,52.5294],[-0.57358,52.52859],[-0.56626,52.52859]]]}}",2026-02-11 13:23:20,2026-02-11 13:23:20
249,Bristol 1,51.4798541,-2.5023612,NULL,active,"{""polygon"":{""type"":""Polygon"",""coordinates"":[[[-2.475222316894541,51.47585834002243],[-2.4571632637786855,51.45637187461622],[-2.455369126129159,51.45182923917933],[-2.4551265163040292,51.44915657536198],[-2.4418969935035784,51.4351101695106],[-2.45476,51.42502],[-2.4543,51.42414],[-2.4603696294212396,51.420598013319406],[-2.4930319269466517,51.42702756448681],[-2.5105880233001887,51.42842610345509],[-2.5288138937378,51.44506971411867],[-2.594078444213872,51.46920392740645],[-2.5990231439209,51.49236102073444],[-2.627450374450677,51.51876746933586],[-2.595710292358404,51.55151014331739],[-2.5620562924194434,51.56997550960769],[-2.5410539489746076,51.56622014252495],[-2.4667499942016713,51.542639626776854],[-2.4556047154235916,51.53065790267763],[-2.467805383911137,51.50414346876709],[-2.4534112496948213,51.49285018683705],[-2.475222316894541,51.47585834002243]]]}}",2026-02-11 13:23:20,2026-02-11 13:23:20
257,Dudley,52.5187407,-2.0904490,NULL,active,"{""polygon"":{""type"":""Polygon"",""coordinates"":[[[-2.0632289843750073,52.513856528134085],[-2.0729386318969922,52.51326952244027],[-2.078185083618176,52.50986171009392],[-2.081468209228512,52.50597101566063],[-2.0904377197265678,52.50048764629707],[-2.105415378417983,52.50284134688565],[-2.1246845715332063,52.49788011954489],[-2.1540035400390645,52.5270218828009],[-2.15419,52.53319],[-2.10247,52.53986],[-2.08108,52.5383],[-2.05381,52.5363],[-2.0473615026855474,52.524923035427754],[-2.0570118572998086,52.51860671276355],[-2.0632289843750073,52.513856528134085]]]}}",2026-02-11 13:23:20,2026-02-11 13:23:20
263,WHITECHAPEL,51.5114736,-0.0625018,NULL,active,"{""polygon"":{""type"":""Polygon"",""coordinates"":[[[-0.04645,51.51755],[-0.046059375610350006,51.50922589973659],[-0.052397924575791066,51.50567098363674],[-0.05916562698363492,51.502382931284686],[-0.06620119674677571,51.503394577802375],[-0.07172138145443707,51.50538525563072],[-0.07398,51.50588],[-0.07425259276391039,51.50735074671496],[-0.07332355588911987,51.50983642447827],[-0.07275294246672726,51.5108546028079],[-0.07354544578553668,51.51451857683538],[-0.07173760055541933,51.515251080911305],[-0.0654802712249758,51.51781423604953],[-0.0573069758796696,51.519683397814234],[-0.0491336805343634,51.52117864221382],[-0.04652,51.5176],[-0.04645,51.51755]]]}}",2026-02-11 13:23:20,2026-02-11 13:23:20
303,stratford,51.5430652,-0.0114590,NULL,active,"{""polygon"":{""type"":""Polygon"",""coordinates"":[[[0.01075,51.5428],[0.00993,51.54259],[0.00873,51.54239],[0.0075,51.54079],[0.0031,51.53757],[-0.00075,51.53444],[-0.00529,51.53226],[-0.00926,51.52996],[-0.01129,51.52892],[-0.01284,51.52857],[-0.01437,51.52799],[-0.01572,51.52764],[-0.02303,51.52678],[-0.02933,51.52528],[-0.034,51.52351],[-0.04637,51.53485],[-0.042481018524167524,51.53757172852985],[-0.041328087310787964,51.53837052587412],[-0.040209815483089884,51.53915696175668],[-0.039000348548885455,51.5400001045341],[-0.03504317560196313,51.5427517745468],[-0.03253887616158302,51.54452121639511],[-0.030431543655387028,51.54598367310979],[-0.02541,51.54952],[-0.024189999999990608,51.55047389572629],[-0.02269,51.55127],[-0.01922,51.5534],[-0.01518587310792352,51.551733521836105],[-0.00995017997743819,51.55301138016225],[-0.004628656158456312,51.55759784796205],[-0.0014099842071502167,51.559489198197454],[0.0002851824569694017,51.56068163304918],[0.005424300212837352,51.560023885219046],[0.01331,51.56042],[0.01335,51.56029],[0.0118,51.55072],[0.01171,51.5513],[0.01119,51.54852],[0.01046,51.54591],[0.01007,51.54355],[0.01075,51.5428]]]}}",2026-02-11 13:23:20,2026-02-11 13:23:20
306,LITTLE GADDESDEN,51.8034275,-0.5391825,NULL,active,"{""polygon"":{""type"":""Polygon"",""coordinates"":[[[-0.51435,51.82091],[-0.49655,51.8054],[-0.48923,51.78772],[-0.54581,51.7817],[-0.57359,51.78492],[-0.58528,51.80162],[-0.56744,51.81686],[-0.54121,51.82829],[-0.51435,51.82091]]]}}",2026-02-11 13:23:20,2026-02-11 13:23:20
308,wheathampstead,51.8114686,-0.2875600,NULL,active,"{""polygon"":{""type"":""Polygon"",""coordinates"":[[[-0.32974,51.82098],[-0.32783,51.82641],[-0.32488,51.83068],[-0.32345,51.83289],[-0.30593,51.83217],[-0.29645,51.83186],[-0.28183,51.83129],[-0.2642,51.83018],[-0.26101,51.8242],[-0.25911,51.82117],[-0.2563,51.81475],[-0.25562,51.80917],[-0.25301,51.80401],[-0.25016,51.79535],[-0.24437,51.78395],[-0.26346,51.78213],[-0.28089,51.78552],[-0.2885,51.78864],[-0.29491,51.78942],[-0.30985,51.79884],[-0.32008,51.80627],[-0.33474,51.81243],[-0.32974,51.82098]]]}}",2026-02-11 13:23:20,2026-02-11 13:23:20
309,Henlow,52.0178911,-0.2990268,NULL,active,"{""polygon"":{""type"":""Polygon"",""coordinates"":[[[-0.28847,52.03439],[-0.28163,52.03484],[-0.27462,52.03603],[-0.27621,52.02484],[-0.28103,52.01681],[-0.28541,52.00981],[-0.28882,52.00588],[-0.29188,52.00325],[-0.29777,52.00527],[-0.30201,52.0072],[-0.3041,52.00816],[-0.30612,52.00918],[-0.30959,52.0113],[-0.31136,52.01278],[-0.31316,52.01439],[-0.32048,52.02048],[-0.32262,52.02527],[-0.31758,52.02891],[-0.30865,52.03114],[-0.28847,52.03439]]]}}",2026-02-11 13:23:20,2026-02-11 13:23:20
310,Cranfield,52.0661781,-0.6181806,NULL,active,"{""polygon"":{""type"":""Polygon"",""coordinates"":[[[-0.58925,52.06628],[-0.58859,52.05912],[-0.59878,52.05142],[-0.61464,52.05565],[-0.62487,52.05741],[-0.63707,52.05605],[-0.65134,52.05815],[-0.65288,52.06416],[-0.65039,52.06894],[-0.65123,52.07521],[-0.6289,52.0848],[-0.60958,52.07812],[-0.60332,52.07396],[-0.5996,52.07217],[-0.59629,52.06919],[-0.59416,52.06822],[-0.58925,52.06628]]]}}",2026-02-11 13:23:20,2026-02-11 13:23:20
311,Maidenhead,51.5223135,-0.7345168,NULL,active,"{""polygon"":{""type"":""Polygon"",""coordinates"":[[[-0.793570878295895,51.54894110633338],[-0.77518,51.54494],[-0.67961,51.54194],[-0.68136,51.51704],[-0.68935,51.49963],[-0.72067,51.50079],[-0.72864,51.50301],[-0.74077,51.50692],[-0.8015,51.53761],[-0.793570878295895,51.54894110633338]]]}}",2026-02-11 13:23:20,2026-02-11 13:23:20
313,plymouth,50.3978659,-4.2170949,NULL,active,"{""polygon"":{""type"":""Polygon"",""coordinates"":[[[-4.10216,50.56943],[-3.93958,50.56002],[-3.93865,50.45806],[-3.94099,50.44529],[-3.94048,50.43119],[-3.94281,50.41973],[-3.94255,50.41308],[-3.94078,50.40579],[-3.94179,50.39825],[-3.93979,50.3853],[-3.93768,50.37119],[-3.93764,50.3599],[-3.93972,50.3581],[-3.94213,50.35609],[-4.09424,50.35015],[-4.13191,50.33885],[-4.13114,50.32579],[-4.13851,50.32158],[-4.14241,50.32145],[-4.14666,50.32087],[-4.15652,50.31934],[-4.1897,50.31701],[-4.24073,50.32344],[-4.32941,50.35931],[-4.54348,50.32006],[-4.5606,50.32427],[-4.57431,50.33208],[-4.58323,50.336],[-4.56674,50.34958],[-4.57635,50.35263],[-4.59386,50.36007],[-4.58116,50.39947],[-4.56674,50.45806],[-4.51262,50.54306],[-4.49802,50.55933],[-4.48769,50.58214],[-4.35973,50.57508],[-4.10216,50.56943]]]}}",2026-02-11 13:23:20,2026-02-11 13:23:20
314,Basingstoke,51.2443596,-1.1012384,NULL,active,"{""polygon"":{""type"":""Polygon"",""coordinates"":[[[-1.007268159179684,51.26669307649605],[-1.02635,51.18963],[-1.11111,51.17891],[-1.1691247033691354,51.20668910089193],[-1.1718644433593717,51.22810951014896],[-1.1420197021484402,51.28035523850737],[-1.139165576171881,51.29792064537069],[-1.0430044653320225,51.306569035862005],[-1.007268159179684,51.26669307649605]]]}}",2026-02-11 13:23:20,2026-02-11 13:23:20
315,Bournemouth,50.7476884,-1.8421074,NULL,active,"{""polygon"":{""type"":""Polygon"",""coordinates"":[[[-1.8688855664062531,50.76868473015679],[-1.7715117993163987,50.77710059970216],[-1.7647705717468165,50.777949789152466],[-1.7502187515258871,50.77559679856477],[-1.7387139207458557,50.773840750000815],[-1.7124891268920939,50.775042797076196],[-1.68162,50.73369],[-1.6830201428222646,50.734702795517656],[-1.67896,50.72296],[-1.7379721899413991,50.71237065663822],[-1.8890593675232026,50.71256897051509],[-1.8985160075378427,50.72332940512189],[-1.902935440517397,50.724405956370084],[-1.9061317861861804,50.72485763805306],[-1.9073678749346978,50.72418649603304],[-1.924456798481935,50.728002975335635],[-1.9205714251804418,50.73446879079941],[-1.9256998088169164,50.73672316383337],[-1.927480795602805,50.738054007818405],[-1.9430881827735824,50.74606716597218],[-1.931505195107448,50.754615096245345],[-1.9208234296703175,50.7628085776553],[-1.8983011845016429,50.78005957565261],[-1.8909043646335721,50.77838299910549],[-1.8776817867851348,50.77173997772757],[-1.8688855664062531,50.76868473015679]]]}}",2026-02-11 13:23:20,2026-02-11 13:23:20
316,Cheltenham,51.9066516,-2.0695220,NULL,active,"{""polygon"":{""type"":""Polygon"",""coordinates"":[[[-2.15997,51.89708],[-2.16867,51.90863],[-2.16672,51.91128],[-2.16503,51.91344],[-2.16101,51.91777],[-2.15948,51.92081],[-2.1567,51.92505],[-2.15254,51.92986],[-2.14176,51.93924],[-2.13586,51.94401],[-2.13108,51.94841],[-2.12252,51.95323],[-2.05869,51.97105],[-1.95365,51.96604],[-1.92156,51.93709],[-1.92096,51.91631],[-1.92242,51.90145],[-1.93187,51.8802],[-1.94887,51.86699],[-1.95354,51.86146],[-1.98145,51.85784],[-2.01554,51.8538],[-2.05646,51.84562],[-2.11797,51.83805],[-2.13373,51.86158],[-2.15997,51.89708]]]}}",2026-02-11 13:23:20,2026-02-11 13:23:20
317,Gloucestor,51.8601953,-2.2979449,NULL,active,"{""polygon"":{""type"":""Polygon"",""coordinates"":[[[-2.4927299047851514,51.91544704687152],[-2.44968,51.93297],[-2.41863,51.947],[-2.40167,51.95256],[-2.34821,51.94973],[-2.29441,51.94669],[-2.25874,51.93945],[-2.23884,51.93498],[-2.21791,51.92628],[-2.1881,51.91475],[-2.17101,51.91132],[-2.14534,51.8761],[-2.13648,51.86366],[-2.12625,51.84908],[-2.11899,51.83764],[-2.10623,51.82703],[-2.10817,51.81983],[-2.10443,51.80462],[-2.10206,51.78046],[-2.224503291015625,51.78603999550733],[-2.347179709472651,51.76503844069059],[-2.3579329101562596,51.7563549031986],[-2.3879814288330126,51.757930783699436],[-2.3833543493652343,51.76311903781367],[-2.4402809582519414,51.7855833945161],[-2.4468381353759794,51.80168490920804],[-2.4121965820312474,51.83125526103872],[-2.4303899047851507,51.849705842935705],[-2.43972,51.85889],[-2.459251629638668,51.8802180155049],[-2.478783259277344,51.90063560905332],[-2.4927299047851514,51.91544704687152]]]}}",2026-02-11 13:23:20,2026-02-11 13:23:20
326,chingford e4,51.6305127,0.0086167,NULL,active,"{""polygon"":{""type"":""Polygon"",""coordinates"":[[[0.03421,51.63389],[0.0332,51.63369],[0.03265,51.63354],[0.02798,51.62713],[0.0226,51.62024],[0.01761,51.61316],[0.00772,51.59922],[-0.01556,51.60127],[-0.03863,51.61235],[-0.03017,51.62811],[-0.0246,51.64156],[-0.02296,51.64093],[-0.02166,51.64054],[-0.01837,51.63959],[-0.01483,51.63798],[-0.00994,51.63697],[-0.00402,51.63529],[0.0025,51.63526],[0.00898,51.63414],[0.01378,51.6336],[0.01738,51.63367],[0.01977,51.63325],[0.02196,51.6332],[0.02371,51.63349],[0.02502,51.63358],[0.02585,51.63375],[0.02766,51.63385],[0.02944,51.63392],[0.03315,51.63419],[0.03407,51.63402],[0.03421,51.63389]]]}}",2026-02-11 13:23:20,2026-02-11 13:23:20
343,Stotfold,52.0062063,-0.2326303,NULL,active,"{""polygon"":{""type"":""Polygon"",""coordinates"":[[[-0.20324,52.03553],[-0.19836,52.01526],[-0.19673,52.01185],[-0.19563,52.00808],[-0.19503,52.00512],[-0.19461,52.00348],[-0.1944,52.00253],[-0.19422,52.00091],[-0.1933,51.9994],[-0.19672,51.99945],[-0.19721,51.99705],[-0.19797,51.98985],[-0.20904,51.99321],[-0.22541,51.99893],[-0.23122,51.99722],[-0.23696,51.99541],[-0.23982,51.99449],[-0.24172,51.99458],[-0.24574,51.99128],[-0.25544,51.99256],[-0.26165,51.99338],[-0.26922,51.99422],[-0.28013,51.99542],[-0.29607,51.99423],[-0.29117,52.00244],[-0.28222,52.01296],[-0.27516,52.02454],[-0.27526,52.02726],[-0.26935,52.02766],[-0.24344,52.03257],[-0.23626,52.03342],[-0.22147,52.03431],[-0.20324,52.03553]]]}}",2026-02-11 13:23:20,2026-02-11 13:23:20
344,Royston,52.0545433,-0.0242444,NULL,active,"{""polygon"":{""type"":""Polygon"",""coordinates"":[[[0.03167,52.05484],[0.02355,52.036],[0.00287,52.02879],[-0.00835,52.02922],[-0.02175,52.03008],[-0.03734,52.03164],[-0.05189,52.03519],[-0.06244,52.04343],[-0.06818,52.05072],[-0.06582,52.05918],[-0.06318,52.06446],[-0.03983,52.07323],[-0.03444,52.07614],[-0.03047,52.07674],[-0.02186,52.07821],[-0.01384,52.07768],[0.00528,52.0714],[0.01962,52.06483],[0.03167,52.05484]]]}}",2026-02-11 13:23:20,2026-02-11 13:23:20
345,welwyn garden city,51.8071735,-0.2193720,NULL,active,"{""polygon"":{""type"":""Polygon"",""coordinates"":[[[-0.24669,51.79219],[-0.25276,51.8063],[-0.25607,51.81947],[-0.26253,51.82903],[-0.25667,51.83434],[-0.24893,51.83582],[-0.2442,51.83386],[-0.22986,51.83466],[-0.22552,51.8269],[-0.20376,51.82508],[-0.18314,51.81574],[-0.17289,51.81064],[-0.16082,51.80271],[-0.15418,51.78874],[-0.16097,51.78129],[-0.1996,51.77843],[-0.22315,51.77872],[-0.23038,51.77963],[-0.23499,51.78291],[-0.24033,51.78701],[-0.24669,51.79219]]]}}",2026-02-11 13:23:20,2026-02-11 13:23:20
352,NEWCASTLE,54.2161664,-5.8942945,NULL,active,"{""polygon"":{""type"":""Polygon"",""coordinates"":[[[-5.88561,54.22641],[-5.88192,54.22582],[-5.88236,54.22212],[-5.88086,54.21676],[-5.88348,54.21281],[-5.88507,54.198],[-5.89954,54.19899],[-5.92053,54.20655],[-5.91411,54.21876],[-5.90623,54.22482],[-5.89753,54.22679],[-5.88561,54.22641]]]}}",2026-02-11 13:23:20,2026-02-11 13:23:20
355,Bovingdon,51.7258888,-0.5362575,NULL,active,"{""polygon"":{""type"":""Polygon"",""coordinates"":[[[-0.54958,51.73986],[-0.51748,51.73964],[-0.50334,51.72305],[-0.51923,51.70835],[-0.54483,51.70435],[-0.55134,51.71981],[-0.55381,51.73491],[-0.55045,51.73714],[-0.54958,51.73986]]]}}",2026-02-11 13:23:20,2026-02-11 13:23:20
357,Biggin Hill Airport,51.3034085,0.1095690,NULL,active,"{""polygon"":{""type"":""Polygon"",""coordinates"":[[[0.09812,51.3367],[0.17635,51.34689],[0.22587,51.32919],[0.22012,51.32781],[0.19438,51.32227],[0.18099,51.31923],[0.16614,51.31587],[0.15281,51.31295],[0.14086,51.30311],[0.12942,51.29347],[0.11858,51.28558],[0.10825,51.27908],[0.08059,51.26919],[0.06809,51.26435],[0.05662,51.25908],[0.04721,51.26794],[0.00822,51.26832],[-0.00494,51.29546],[0.01049,51.33584],[0.01321,51.33584],[0.09812,51.3367]]]}}",2026-02-11 13:23:20,2026-02-11 13:23:20
360,Graveley,51.9523150,-0.1848560,NULL,active,"{""polygon"":{""type"":""Polygon"",""coordinates"":[[[-0.20151,51.94787],[-0.20444,51.94917],[-0.20712,51.95062],[-0.20907,51.95198],[-0.21062,51.95538],[-0.20815,51.95857],[-0.20453,51.96182],[-0.20052,51.96473],[-0.19616,51.96932],[-0.18524,51.96799],[-0.17465,51.96576],[-0.163,51.9634],[-0.14534,51.9575],[-0.14109,51.94145],[-0.14872,51.93813],[-0.15806,51.93629],[-0.17272,51.93779],[-0.18036,51.9396],[-0.18824,51.94268],[-0.19758,51.94625],[-0.20151,51.94787]]]}}",2026-02-11 13:23:20,2026-02-11 13:23:20
361,amptill,52.0257895,-0.4801195,NULL,active,"{""polygon"":{""type"":""Polygon"",""coordinates"":[[[-0.50604,52.03502],[-0.50202,52.03769],[-0.49744,52.04055],[-0.48839,52.04313],[-0.47668,52.04167],[-0.46662,52.0385],[-0.45758,52.03059],[-0.45676,52.02665],[-0.45176,52.01876],[-0.45539,52.01844],[-0.45725,52.01785],[-0.4589,52.01715],[-0.46231,52.015],[-0.46674,52.01357],[-0.47236,52.0163],[-0.48599,52.01942],[-0.50678,52.01585],[-0.50788,52.01879],[-0.51141,52.0221],[-0.51409,52.02876],[-0.50604,52.03502]]]}}",2026-02-11 13:23:20,2026-02-11 13:23:20
